,Ticker 1,Ticker 2,t value,p value,c value,Hedge Ratio,Zero Crossings
647,BATUSDT,OMGUSDT,-3.57,0.03,-3.37,0.16,15
961,COMPUSDT,WOOUSDT,-4.11,0.01,-3.37,254.45,15
1578,IOSTUSDT,LOOKSUSDT,-4.24,0.0,-3.37,0.05,14
1563,IMXUSDT,STORJUSDT,-3.71,0.02,-3.37,1.59,14
295,AKROUSDT,COTIUSDT,-3.6,0.02,-3.37,0.06,14
1575,IOSTUSDT,KNCUSDT,-4.68,0.0,-3.37,0.01,14
671,BELUSDT,BLZUSDT,-4.47,0.0,-3.37,7.76,14
1923,REQUSDT,TLMUSDT,-4.62,0.0,-3.37,6.99,14
1734,MTLUSDT,OGNUSDT,-4.17,0.0,-3.37,7.85,14
1428,GMXUSDT,SUNUSDT,-4.81,0.0,-3.37,8085.94,14
986,CRVUSDT,ENSUSDT,-3.97,0.01,-3.37,0.05,14
1584,IOSTUSDT,RVNUSDT,-3.38,0.04,-3.37,0.36,14
759,BNBUSDT,INJUSDT,-3.57,0.03,-3.37,191.03,14
922,CELRUSDT,LOOKSUSDT,-4.47,0.0,-3.37,0.06,14
250,ADAUSDT,XTZUSDT,-3.66,0.02,-3.37,0.35,14
691,BELUSDT,IMXUSDT,-5.08,0.0,-3.37,1.0,14
1680,LOOKSUSDT,ONTUSDT,-3.79,0.01,-3.37,0.99,14
1630,KNCUSDT,ZRXUSDT,-3.55,0.03,-3.37,3.07,14
2071,STMXUSDT,UNFIUSDT,-3.68,0.02,-3.37,0.0,14
1682,LOOKSUSDT,QTUMUSDT,-4.39,0.0,-3.37,0.08,14
1685,LOOKSUSDT,RSRUSDT,-3.83,0.01,-3.37,51.64,14
1333,GALUSDT,HNTUSDT,-4.41,0.0,-3.37,0.65,14
1619,KNCUSDT,REEFUSDT,-3.8,0.01,-3.37,203.53,14
1692,LOOKSUSDT,STORJUSDT,-4.07,0.01,-3.37,0.61,14
1695,LOOKSUSDT,TOMOUSDT,-3.55,0.03,-3.37,0.57,14
1024,CRVUSDT,ROSEUSDT,-3.37,0.05,-3.37,15.06,14
479,ANKRUSDT,BSWUSDT,-3.42,0.04,-3.37,0.09,14
1189,EGLDUSDT,HNTUSDT,-3.99,0.01,-3.37,20.25,14
406,AKROUSDT,ZENUSDT,-3.73,0.02,-3.37,0.0,14
696,BELUSDT,LRCUSDT,-3.63,0.02,-3.37,2.05,14
930,CELRUSDT,YFIUSDT,-3.37,0.05,-3.37,0.0,14
1315,FTMUSDT,XTZUSDT,-4.39,0.0,-3.37,0.28,14
1493,HNTUSDT,QNTUSDT,-3.42,0.04,-3.37,0.02,14
993,CRVUSDT,FTMUSDT,-3.54,0.03,-3.37,2.54,14
169,AAVEUSDT,BCHUSDT,-3.95,0.01,-3.37,0.54,14
956,COMPUSDT,QTUMUSDT,-3.6,0.02,-3.37,16.96,14
880,C98USDT,ENSUSDT,-4.23,0.0,-3.37,0.01,14
1805,OMGUSDT,SUSHIUSDT,-3.48,0.03,-3.37,1.08,14
1528,ICXUSDT,KNCUSDT,-3.62,0.02,-3.37,0.31,14
747,BLZUSDT,PAXGUSDT,-3.54,0.03,-3.37,0.0,13
1173,DOTUSDT,ZRXUSDT,-3.62,0.02,-3.37,29.2,13
1507,HOTUSDT,ONEUSDT,-3.56,0.03,-3.37,0.14,13
1498,HOTUSDT,ICXUSDT,-3.73,0.02,-3.37,0.01,13
32,1000BTTUSDT,CELOUSDT,-4.0,0.01,-3.37,0.0,13
1614,KNCUSDT,LDOUSDT,-3.77,0.01,-3.37,0.38,13
337,AKROUSDT,KDAUSDT,-3.63,0.02,-3.37,0.0,13
1419,GMXUSDT,SHIB1000USDT,-4.94,0.0,-3.37,5031.29,13
724,BICOUSDT,ENSUSDT,-3.44,0.04,-3.37,0.02,13
46,1000BTTUSDT,DUSKUSDT,-3.86,0.01,-3.37,0.01,13
1274,FITFIUSDT,SANDUSDT,-3.87,0.01,-3.37,0.06,13
1978,RSS3USDT,RVNUSDT,-4.25,0.0,-3.37,5.38,13
1653,LINAUSDT,RNDRUSDT,-4.61,0.0,-3.37,0.01,13
651,BATUSDT,RNDRUSDT,-3.91,0.01,-3.37,0.42,13
1622,KNCUSDT,SANDUSDT,-3.67,0.02,-3.37,1.15,13
73,1000BTTUSDT,KDAUSDT,-3.62,0.02,-3.37,0.0,13
426,ALGOUSDT,UNFIUSDT,-3.61,0.02,-3.37,0.05,13
1277,FITFIUSDT,SNXUSDT,-3.69,0.02,-3.37,0.01,13
2060,SHIB1000USDT,WAVESUSDT,-3.68,0.02,-3.37,0.01,13
333,AKROUSDT,IOTXUSDT,-3.63,0.02,-3.37,0.14,13
1645,LDOUSDT,YFIUSDT,-3.55,0.03,-3.37,0.0,13
1481,GTCUSDT,PAXGUSDT,-3.55,0.03,-3.37,0.0,13
864,BTCUSDT,RUNEUSDT,-4.46,0.0,-3.37,12666.92,13
535,APTUSDT,STMXUSDT,-3.52,0.03,-3.37,997.62,13
734,BITUSDT,GALAUSDT,-6.6,0.0,-3.37,22.41,13
1188,DYDXUSDT,RNDRUSDT,-3.91,0.01,-3.37,2.8,13
1513,HOTUSDT,ROSEUSDT,-4.04,0.01,-3.37,0.04,13
480,ANKRUSDT,BTCUSDT,-4.34,0.0,-3.37,0.0,13
299,AKROUSDT,CTKUSDT,-4.0,0.01,-3.37,0.0,13
729,BICOUSDT,LOOKSUSDT,-3.57,0.03,-3.37,1.78,13
674,BELUSDT,BTCUSDT,-6.02,0.0,-3.37,0.0,13
467,ALICEUSDT,STORJUSDT,-3.61,0.02,-3.37,4.33,13
312,AKROUSDT,ENJUSDT,-3.62,0.02,-3.37,0.01,13
504,ANKRUSDT,PAXGUSDT,-3.82,0.01,-3.37,0.0,13
286,AKROUSDT,C98USDT,-3.73,0.02,-3.37,0.02,13
1232,FILUSDT,ONTUSDT,-3.84,0.01,-3.37,20.49,13
410,ALGOUSDT,C98USDT,-3.44,0.04,-3.37,1.12,13
353,AKROUSDT,MINAUSDT,-3.68,0.02,-3.37,0.01,13
77,1000BTTUSDT,LINKUSDT,-5.14,0.0,-3.37,0.0,13
1524,HOTUSDT,YGGUSDT,-3.98,0.01,-3.37,0.01,13
669,BCHUSDT,XTZUSDT,-3.55,0.03,-3.37,133.54,13
859,BTCUSDT,QTUMUSDT,-3.51,0.03,-3.37,8818.51,13
1995,RSS3USDT,SXPUSDT,-4.29,0.0,-3.37,0.5,13
1948,RNDRUSDT,SUSHIUSDT,-5.11,0.0,-3.37,0.42,13
1945,RNDRUSDT,STMXUSDT,-4.06,0.01,-3.37,112.17,13
1435,GMXUSDT,TRBUSDT,-4.85,0.0,-3.37,3.36,13
530,APTUSDT,JASMYUSDT,-4.21,0.0,-3.37,1069.8,13
1194,EGLDUSDT,RSRUSDT,-3.47,0.04,-3.37,11300.65,13
1518,HOTUSDT,SNXUSDT,-3.4,0.04,-3.37,0.0,13
458,ALICEUSDT,REQUSDT,-3.79,0.01,-3.37,12.64,13
268,AKROUSDT,ARUSDT,-3.75,0.02,-3.37,0.0,13
1430,GMXUSDT,SWEATUSDT,-4.9,0.0,-3.37,3904.56,13
1607,JSTUSDT,UNIUSDT,-3.38,0.04,-3.37,0.0,13
1669,LINKUSDT,TOMOUSDT,-3.44,0.04,-3.37,21.15,13
1912,REQUSDT,ROSEUSDT,-4.53,0.0,-3.37,2.42,13
793,BSVUSDT,DOTUSDT,-3.65,0.02,-3.37,9.39,13
602,BAKEUSDT,GMTUSDT,-3.94,0.01,-3.37,0.54,13
1354,GMTUSDT,STMXUSDT,-3.6,0.02,-3.37,67.04,13
1087,DASHUSDT,SCRTUSDT,-4.74,0.0,-3.37,70.35,13
180,AAVEUSDT,LOOKSUSDT,-3.7,0.02,-3.37,352.39,13
2084,STXUSDT,ZECUSDT,-3.58,0.03,-3.37,0.01,13
1368,GMXUSDT,IOSTUSDT,-4.97,0.0,-3.37,5940.11,13
98,1000BTTUSDT,QTUMUSDT,-5.05,0.0,-3.37,0.0,13
97,1000BTTUSDT,QNTUSDT,-4.05,0.01,-3.37,0.0,13
1311,FTMUSDT,LOOKSUSDT,-3.43,0.04,-3.37,1.38,13
1102,DENTUSDT,LPTUSDT,-3.96,0.01,-3.37,0.0,13
562,AXSUSDT,BELUSDT,-4.53,0.0,-3.37,16.14,13
200,ACHUSDT,BSVUSDT,-3.47,0.04,-3.37,0.0,13
905,C98USDT,ZILUSDT,-3.53,0.03,-3.37,9.74,13
866,BTCUSDT,SCRTUSDT,-3.46,0.04,-3.37,26872.9,13
202,ACHUSDT,CELRUSDT,-3.63,0.02,-3.37,0.81,13
792,BSVUSDT,DASHUSDT,-3.78,0.01,-3.37,0.96,13
1349,GMTUSDT,QTUMUSDT,-3.55,0.03,-3.37,0.13,13
206,ACHUSDT,DYDXUSDT,-3.7,0.02,-3.37,0.01,13
1826,ONTUSDT,RSRUSDT,-4.12,0.0,-3.37,52.25,13
2028,SANDUSDT,SCRTUSDT,-3.47,0.03,-3.37,0.66,13
982,CROUSDT,WOOUSDT,-4.45,0.0,-3.37,0.46,13
1873,QTUMUSDT,SANDUSDT,-3.58,0.03,-3.37,4.6,13
1339,GALUSDT,SXPUSDT,-3.93,0.01,-3.37,5.21,13
1870,QTUMUSDT,REQUSDT,-4.1,0.01,-3.37,22.0,13
135,1000BTTUSDT,ZILUSDT,-4.27,0.0,-3.37,0.04,13
801,BSVUSDT,GALUSDT,-3.55,0.03,-3.37,39.34,13
1861,PEOPLEUSDT,WOOUSDT,-3.93,0.01,-3.37,0.16,13
2104,USDCUSDT,VETUSDT,-4.44,0.0,-3.37,62.21,13
1341,GLMRUSDT,HNTUSDT,-3.59,0.03,-3.37,0.2,13
1842,OPUSDT,YGGUSDT,-3.52,0.03,-3.37,5.81,13
1839,OPUSDT,SNXUSDT,-4.5,0.0,-3.37,0.64,13
2094,SXPUSDT,XTZUSDT,-3.94,0.01,-3.37,0.28,13
798,BSVUSDT,FLMUSDT,-3.78,0.01,-3.37,573.88,13
1321,FXSUSDT,KNCUSDT,-3.69,0.02,-3.37,9.92,13
386,AKROUSDT,SXPUSDT,-3.63,0.02,-3.37,0.01,13
995,CRVUSDT,GMTUSDT,-3.67,0.02,-3.37,2.18,13
1736,MTLUSDT,ONEUSDT,-3.76,0.02,-3.37,67.39,13
576,AXSUSDT,ICXUSDT,-3.44,0.04,-3.37,44.09,13
1930,REQUSDT,YGGUSDT,-3.69,0.02,-3.37,0.51,13
1133,DGBUSDT,ONTUSDT,-3.84,0.01,-3.37,0.05,13
359,AKROUSDT,OGNUSDT,-3.62,0.02,-3.37,0.03,13
60,1000BTTUSDT,GMTUSDT,-4.22,0.0,-3.37,0.0,13
1138,DGBUSDT,ZILUSDT,-3.8,0.01,-3.37,0.48,13
227,ACHUSDT,ROSEUSDT,-3.95,0.01,-3.37,0.22,13
753,BLZUSDT,STORJUSDT,-3.62,0.02,-3.37,0.2,13
637,BATUSDT,C98USDT,-4.29,0.0,-3.37,1.07,13
911,CELOUSDT,REQUSDT,-3.45,0.04,-3.37,5.69,13
47,1000BTTUSDT,EGLDUSDT,-3.74,0.02,-3.37,0.0,13
2002,RSS3USDT,UNFIUSDT,-4.23,0.0,-3.37,0.03,13
925,CELRUSDT,REQUSDT,-3.69,0.02,-3.37,0.11,13
357,AKROUSDT,NEOUSDT,-3.66,0.02,-3.37,0.0,13
566,AXSUSDT,DARUSDT,-3.43,0.04,-3.37,53.04,13
565,AXSUSDT,CROUSDT,-3.53,0.03,-3.37,111.19,13
62,1000BTTUSDT,GTCUSDT,-5.54,0.0,-3.37,0.0,13
1130,DGBUSDT,LOOKSUSDT,-3.69,0.02,-3.37,0.05,13
1698,LOOKSUSDT,VETUSDT,-4.08,0.01,-3.37,9.52,13
387,AKROUSDT,THETAUSDT,-3.76,0.02,-3.37,0.0,13
1126,DGBUSDT,IOSTUSDT,-3.79,0.01,-3.37,1.14,13
589,AXSUSDT,SCRTUSDT,-3.42,0.04,-3.37,10.35,13
588,AXSUSDT,RVNUSDT,-3.52,0.03,-3.37,333.71,13
1721,MATICUSDT,PAXGUSDT,-3.96,0.01,-3.37,0.0,13
948,COMPUSDT,DARUSDT,-4.12,0.0,-3.37,264.79,12
1437,GMXUSDT,TWTUSDT,-5.05,0.0,-3.37,29.09,12
1001,CRVUSDT,INJUSDT,-3.87,0.01,-3.37,0.41,12
1764,MTLUSDT,SUSHIUSDT,-5.59,0.0,-3.37,0.71,12
443,ALICEUSDT,FTMUSDT,-4.89,0.0,-3.37,5.16,12
438,ALICEUSDT,CROUSDT,-3.8,0.01,-3.37,18.81,12
1221,ETHWUSDT,SCRTUSDT,-3.84,0.01,-3.37,5.01,12
85,1000BTTUSDT,MINAUSDT,-3.72,0.02,-3.37,0.0,12
1041,CRVUSDT,XTZUSDT,-3.37,0.05,-3.37,0.72,12
992,CRVUSDT,FLMUSDT,-3.4,0.04,-3.37,7.28,12
520,API3USDT,BELUSDT,-3.41,0.04,-3.37,2.66,12
1867,QNTUSDT,THETAUSDT,-3.45,0.04,-3.37,147.37,12
1120,DENTUSDT,XMRUSDT,-3.68,0.02,-3.37,0.0,12
246,ADAUSDT,HNTUSDT,-3.57,0.03,-3.37,0.16,12
1037,CRVUSDT,UNFIUSDT,-3.67,0.02,-3.37,0.14,12
1002,CRVUSDT,KAVAUSDT,-3.45,0.04,-3.37,0.88,12
1105,DENTUSDT,MKRUSDT,-4.12,0.0,-3.37,0.0,12
1214,ETHUSDT,KNCUSDT,-3.86,0.01,-3.37,2595.82,12
1099,DENTUSDT,KLAYUSDT,-3.43,0.04,-3.37,0.0,12
1711,MANAUSDT,OPUSDT,-3.68,0.02,-3.37,0.32,12
300,AKROUSDT,CVCUSDT,-3.64,0.02,-3.37,0.04,12
2017,RSS3USDT,ZENUSDT,-6.01,0.0,-3.37,0.01,12
1018,CRVUSDT,QNTUSDT,-3.98,0.01,-3.37,0.0,12
1810,OMGUSDT,UNIUSDT,-3.37,0.05,-3.37,0.2,12
1661,LINAUSDT,ZECUSDT,-3.64,0.02,-3.37,0.0,12
2015,RSS3USDT,YGGUSDT,-4.25,0.0,-3.37,0.61,11
694,BELUSDT,LDOUSDT,-5.1,0.0,-3.37,0.32,11
1452,GMXUSDT,ZECUSDT,-4.84,0.0,-3.37,1.05,11
706,BELUSDT,RSRUSDT,-4.81,0.0,-3.37,134.6,11
366,AKROUSDT,QTUMUSDT,-3.66,0.02,-3.37,0.0,11
354,AKROUSDT,MKRUSDT,-3.61,0.02,-3.37,0.0,11
367,AKROUSDT,REEFUSDT,-3.63,0.02,-3.37,1.32,11
1353,GMTUSDT,SCRTUSDT,-3.75,0.02,-3.37,0.39,11
1426,GMXUSDT,STORJUSDT,-4.86,0.0,-3.37,164.54,11
979,CROUSDT,MANAUSDT,-3.6,0.02,-3.37,0.19,11
1441,GMXUSDT,VETUSDT,-4.93,0.0,-3.37,2577.4,11
1346,GMTUSDT,KNCUSDT,-3.52,0.03,-3.37,0.52,11
67,1000BTTUSDT,IMXUSDT,-4.53,0.0,-3.37,0.0,11
1351,GMTUSDT,ROSEUSDT,-3.83,0.01,-3.37,6.91,11
2003,RSS3USDT,UNIUSDT,-4.13,0.0,-3.37,0.02,11
65,1000BTTUSDT,ICXUSDT,-4.76,0.0,-3.37,0.0,11
59,1000BTTUSDT,GALUSDT,-3.94,0.01,-3.37,0.0,11
1989,RSS3USDT,STMXUSDT,-4.18,0.0,-3.37,28.32,11
272,AKROUSDT,BAKEUSDT,-3.64,0.02,-3.37,0.02,11
1462,GRTUSDT,ROSEUSDT,-3.65,0.02,-3.37,1.65,11
718,BELUSDT,XTZUSDT,-3.48,0.03,-3.37,0.54,11
754,BLZUSDT,SXPUSDT,-3.53,0.03,-3.37,0.25,11
1725,MATICUSDT,XTZUSDT,-3.37,0.05,-3.37,1.05,11
214,ACHUSDT,ICXUSDT,-3.53,0.03,-3.37,0.05,11
1921,REQUSDT,SUSHIUSDT,-4.58,0.0,-3.37,0.09,11
1750,MTLUSDT,RVNUSDT,-3.97,0.01,-3.37,35.8,11
1763,MTLUSDT,SUNUSDT,-3.84,0.01,-3.37,134.89,11
1914,REQUSDT,RUNEUSDT,-4.46,0.0,-3.37,0.07,11
772,BOBAUSDT,LDOUSDT,-3.74,0.02,-3.37,0.14,11
775,BOBAUSDT,OPUSDT,-5.56,0.0,-3.37,0.17,11
1783,MTLUSDT,XTZUSDT,-4.75,0.0,-3.37,0.93,11
788,BSVUSDT,BTCUSDT,-3.63,0.02,-3.37,0.0,11
1797,OMGUSDT,PAXGUSDT,-3.48,0.03,-3.37,0.0,11
192,ACHUSDT,ANKRUSDT,-3.76,0.02,-3.37,0.5,11
1802,OMGUSDT,SNXUSDT,-3.57,0.03,-3.37,0.69,11
1812,ONEUSDT,PAXGUSDT,-3.72,0.02,-3.37,0.0,11
173,AAVEUSDT,DARUSDT,-4.54,0.0,-3.37,444.37,11
1821,ONTUSDT,PAXGUSDT,-3.76,0.02,-3.37,0.0,11
1824,ONTUSDT,REQUSDT,-3.85,0.01,-3.37,1.8,11
1825,ONTUSDT,RNDRUSDT,-3.82,0.01,-3.37,0.38,11
796,BSVUSDT,ETHWUSDT,-4.5,0.0,-3.37,13.53,11
108,1000BTTUSDT,SCRTUSDT,-3.44,0.04,-3.37,0.0,11
799,BSVUSDT,FTMUSDT,-3.68,0.02,-3.37,200.17,11
1845,PAXGUSDT,SANDUSDT,-4.05,0.01,-3.37,4449.39,11
1847,PAXGUSDT,STORJUSDT,-3.69,0.02,-3.37,7287.25,11
870,BTCUSDT,SUSHIUSDT,-3.8,0.01,-3.37,17249.18,11
119,1000BTTUSDT,THETAUSDT,-4.5,0.0,-3.37,0.0,11
873,BTCUSDT,UNFIUSDT,-4.39,0.0,-3.37,4391.52,11
917,CELRUSDT,GMTUSDT,-3.93,0.01,-3.37,0.04,11
1689,LOOKSUSDT,SCUSDT,-3.76,0.02,-3.37,66.78,11
230,ACHUSDT,STMXUSDT,-3.55,0.03,-3.37,2.17,11
81,1000BTTUSDT,LUNA2USDT,-4.45,0.0,-3.37,0.0,11
1976,RSRUSDT,XMRUSDT,-3.64,0.02,-3.37,0.0,11
1486,GTCUSDT,STMXUSDT,-3.6,0.02,-3.37,358.89,11
330,AKROUSDT,ICXUSDT,-3.69,0.02,-3.37,0.02,11
856,BTCUSDT,ONTUSDT,-4.03,0.01,-3.37,107911.38,11
326,AKROUSDT,GLMRUSDT,-3.54,0.03,-3.37,0.01,11
1509,HOTUSDT,QTUMUSDT,-4.54,0.0,-3.37,0.0,11
76,1000BTTUSDT,LINAUSDT,-5.15,0.0,-3.37,0.12,11
1531,ICXUSDT,PAXGUSDT,-3.75,0.02,-3.37,0.0,11
79,1000BTTUSDT,LOOKSUSDT,-5.02,0.0,-3.37,0.0,11
1539,ICXUSDT,SNXUSDT,-3.48,0.03,-3.37,0.1,11
1962,RNDRUSDT,YGGUSDT,-3.53,0.03,-3.37,2.43,11
1961,RNDRUSDT,YFIUSDT,-4.57,0.0,-3.37,0.0,11
1957,RNDRUSDT,WOOUSDT,-4.21,0.0,-3.37,3.25,11
234,ACHUSDT,TOMOUSDT,-3.73,0.02,-3.37,0.03,11
284,AKROUSDT,BSWUSDT,-3.63,0.02,-3.37,0.02,11
1577,IOSTUSDT,LINKUSDT,-3.4,0.04,-3.37,0.0,11
1595,IOTXUSDT,ZILUSDT,-3.53,0.03,-3.37,1.3,11
263,AKROUSDT,ANKRUSDT,-3.65,0.02,-3.37,0.19,11
1936,RNDRUSDT,RUNEUSDT,-4.54,0.0,-3.37,0.31,11
1639,LDOUSDT,RUNEUSDT,-4.39,0.0,-3.37,0.92,11
1650,LINAUSDT,PAXGUSDT,-3.55,0.03,-3.37,0.0,11
247,ADAUSDT,LDOUSDT,-3.39,0.04,-3.37,0.21,11
238,ACHUSDT,YFIUSDT,-3.46,0.04,-3.37,0.0,11
750,BLZUSDT,SANDUSDT,-3.94,0.01,-3.37,0.12,11
236,ACHUSDT,UNIUSDT,-3.96,0.01,-3.37,0.0,11
235,ACHUSDT,UNFIUSDT,-3.53,0.03,-3.37,0.0,11
382,AKROUSDT,STXUSDT,-3.93,0.01,-3.37,0.01,11
1983,RSS3USDT,SHIB1000USDT,-4.47,0.0,-3.37,12.61,11
650,BATUSDT,REQUSDT,-3.93,0.01,-3.37,2.0,11
688,BELUSDT,GMTUSDT,-4.13,0.0,-3.37,1.62,11
2078,STXUSDT,TOMOUSDT,-3.57,0.03,-3.37,0.81,11
1166,DOTUSDT,GRTUSDT,-3.55,0.03,-3.37,76.53,11
1139,DODOUSDT,GMTUSDT,-4.13,0.0,-3.37,0.39,11
48,1000BTTUSDT,ENJUSDT,-4.14,0.0,-3.37,0.0,11
585,AXSUSDT,ROSEUSDT,-3.61,0.02,-3.37,181.11,11
1238,FILUSDT,SCUSDT,-3.65,0.02,-3.37,1385.01,11
488,ANKRUSDT,FILUSDT,-3.61,0.02,-3.37,0.01,11
2036,SCRTUSDT,SKLUSDT,-4.11,0.0,-3.37,29.27,11
1253,FITFIUSDT,JASMYUSDT,-3.65,0.02,-3.37,6.67,11
529,APTUSDT,HBARUSDT,-3.74,0.02,-3.37,95.97,11
1276,FITFIUSDT,SKLUSDT,-3.97,0.01,-3.37,1.07,11
584,AXSUSDT,RNDRUSDT,-3.67,0.02,-3.37,15.65,11
29,1000BTTUSDT,BSVUSDT,-4.17,0.0,-3.37,0.0,11
1067,DARUSDT,QNTUSDT,-4.53,0.0,-3.37,0.0,11
25,1000BTTUSDT,BELUSDT,-4.37,0.0,-3.37,0.0,11
1210,EOSUSDT,LOOKSUSDT,-4.72,0.0,-3.37,5.76,11
1234,FILUSDT,REEFUSDT,-3.4,0.04,-3.37,1367.21,11
2099,TLMUSDT,XTZUSDT,-3.89,0.01,-3.37,0.02,11
1161,DOGEUSDT,STMXUSDT,-3.82,0.01,-3.37,19.39,11
1307,FTMUSDT,FXSUSDT,-3.65,0.02,-3.37,0.04,11
11,1000BTTUSDT,ANKRUSDT,-4.06,0.01,-3.37,0.04,11
8,1000BTTUSDT,ALGOUSDT,-4.29,0.0,-3.37,0.0,11
1086,DASHUSDT,REEFUSDT,-3.56,0.03,-3.37,18854.19,11
20,1000BTTUSDT,BAKEUSDT,-4.27,0.0,-3.37,0.0,11
2083,STXUSDT,YFIUSDT,-3.61,0.02,-3.37,0.0,11
545,ARUSDT,OMGUSDT,-3.42,0.04,-3.37,6.23,11
1182,DYDXUSDT,HBARUSDT,-3.42,0.04,-3.37,30.24,11
828,BSVUSDT,XTZUSDT,-3.89,0.01,-3.37,56.76,11
841,BTCUSDT,FLMUSDT,-3.62,0.02,-3.37,227140.14,11
44,1000BTTUSDT,DOGEUSDT,-5.24,0.0,-3.37,0.01,11
1058,DARUSDT,INJUSDT,-3.79,0.01,-3.37,0.09,11
1323,FXSUSDT,LOOKSUSDT,-3.96,0.01,-3.37,30.63,11
1322,FXSUSDT,LDOUSDT,-3.58,0.03,-3.37,3.82,11
544,ARUSDT,MATICUSDT,-3.89,0.01,-3.37,8.41,11
815,BSVUSDT,RSRUSDT,-4.14,0.0,-3.37,14244.26,11
2064,SKLUSDT,SXPUSDT,-4.05,0.01,-3.37,0.1,11
844,BTCUSDT,GMTUSDT,-4.22,0.0,-3.37,67972.32,11
399,AKROUSDT,XMRUSDT,-3.69,0.02,-3.37,0.0,11
1116,DENTUSDT,SWEATUSDT,-3.84,0.01,-3.37,0.07,11
592,AXSUSDT,SXPUSDT,-3.52,0.03,-3.37,31.28,11
1299,FLMUSDT,GMTUSDT,-4.41,0.0,-3.37,0.3,11
1062,DARUSDT,ONEUSDT,-3.47,0.03,-3.37,11.83,11
1833,ONTUSDT,THETAUSDT,-3.48,0.03,-3.37,0.21,10
179,AAVEUSDT,KAVAUSDT,-3.59,0.03,-3.37,88.9,10
1004,CRVUSDT,KNCUSDT,-4.31,0.0,-3.37,1.13,10
1803,OMGUSDT,STMXUSDT,-3.57,0.03,-3.37,286.86,10
187,AAVEUSDT,SXPUSDT,-3.38,0.04,-3.37,262.1,10
1672,LITUSDT,MATICUSDT,-3.51,0.03,-3.37,0.92,10
1095,DENTUSDT,ICPUSDT,-3.51,0.03,-3.37,0.0,10
1090,DENTUSDT,ETHUSDT,-3.41,0.04,-3.37,0.0,10
919,CELRUSDT,KNCUSDT,-3.5,0.03,-3.37,0.02,10
1752,MTLUSDT,SCRTUSDT,-5.53,0.0,-3.37,1.11,10
1377,GMXUSDT,KSMUSDT,-4.91,0.0,-3.37,1.75,10
1768,MTLUSDT,TLMUSDT,-5.61,0.0,-3.37,56.11,10
1113,DENTUSDT,SLPUSDT,-3.68,0.02,-3.37,0.34,10
553,AUDIOUSDT,LOOKSUSDT,-3.46,0.04,-3.37,0.87,10
532,APTUSDT,LOOKSUSDT,-3.45,0.04,-3.37,23.88,10
966,CREAMUSDT,HNTUSDT,-3.92,0.01,-3.37,6.41,10
1026,CRVUSDT,SANDUSDT,-3.68,0.02,-3.37,1.3,10
146,1000XECUSDT,HNTUSDT,-3.93,0.01,-3.37,0.01,10
1059,DARUSDT,KAVAUSDT,-3.91,0.01,-3.37,0.2,10
1495,HNTUSDT,SWEATUSDT,-4.56,0.0,-3.37,155.61,10
1497,HNTUSDT,XMRUSDT,-3.44,0.04,-3.37,0.01,10
1017,CRVUSDT,PEOPLEUSDT,-3.84,0.01,-3.37,25.89,10
1625,KNCUSDT,STORJUSDT,-3.45,0.04,-3.37,1.88,10
254,AGLDUSDT,COTIUSDT,-4.24,0.0,-3.37,5.08,10
1784,MTLUSDT,YFIUSDT,-4.12,0.0,-3.37,0.0,10
996,CRVUSDT,HBARUSDT,-3.7,0.02,-3.37,14.06,10
1749,MTLUSDT,RUNEUSDT,-4.47,0.0,-3.37,0.52,9
1522,HOTUSDT,UNFIUSDT,-4.1,0.01,-3.37,0.0,9
1703,LTCUSDT,RNDRUSDT,-3.42,0.04,-3.37,177.95,9
1746,MTLUSDT,ROSEUSDT,-3.86,0.01,-3.37,19.44,9
225,ACHUSDT,QTUMUSDT,-3.91,0.01,-3.37,0.0,9
1920,REQUSDT,STORJUSDT,-3.88,0.01,-3.37,0.34,9
1977,RSS3USDT,RUNEUSDT,-4.24,0.0,-3.37,0.08,9
1702,LTCUSDT,LUNA2USDT,-4.16,0.0,-3.37,56.39,9
1720,MASKUSDT,STORJUSDT,-4.1,0.01,-3.37,8.81,9
425,ALGOUSDT,SXPUSDT,-3.61,0.02,-3.37,0.88,9
1128,DGBUSDT,LDOUSDT,-3.77,0.01,-3.37,0.01,9
207,ACHUSDT,ENSUSDT,-3.99,0.01,-3.37,0.0,9
435,ALICEUSDT,C98USDT,-3.45,0.04,-3.37,6.77,9
224,ACHUSDT,ONEUSDT,-3.37,0.05,-3.37,0.77,9
1924,REQUSDT,TOMOUSDT,-4.02,0.01,-3.37,0.32,9
1045,CTKUSDT,TRXUSDT,-3.42,0.04,-3.37,13.5,9
75,1000BTTUSDT,LDOUSDT,-4.29,0.0,-3.37,0.0,9
806,BSVUSDT,INJUSDT,-4.42,0.0,-3.37,32.18,9
217,ACHUSDT,IOTAUSDT,-4.1,0.01,-3.37,0.05,9
1504,HOTUSDT,LOOKSUSDT,-4.58,0.0,-3.37,0.01,9
803,BSVUSDT,GRTUSDT,-3.99,0.01,-3.37,718.21,9
1972,RSRUSDT,SCUSDT,-3.98,0.01,-3.37,1.29,9
463,ALICEUSDT,SANDUSDT,-3.39,0.04,-3.37,2.64,9
668,BCHUSDT,WAVESUSDT,-4.0,0.01,-3.37,73.59,9
19,1000BTTUSDT,AXSUSDT,-4.2,0.0,-3.37,0.0,9
1933,REQUSDT,ZRXUSDT,-4.53,0.0,-3.37,0.56,9
